3907.5808,5ea8dc1c-4407-4b7e-af5f-db10f6f582ce,logs/snn_sweeps_thr.csv,193012823,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-06,10000,0.96,0.75,0.060000000000000005
3904.6482,fa31d24e-c562-4686-8642-4b7a71152820,logs/snn_sweeps_thr.csv,193012823,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-06,10000,0.96,0.75,0.01
3908.3625,6990a790-eaf1-4281-9adc-b94271331c28,logs/snn_sweeps_thr.csv,193012823,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-06,10000,0.96,0.75,0.11
3936.908,07913a26-35a1-4c4a-9b8b-c0774f6f3fc7,logs/snn_sweeps_thr.csv,193012823,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-06,10000,0.96,0.75,0.31000000000000005
3920.4478,3008cacb-f23d-4e6c-9405-66ba4e64324a,logs/snn_sweeps_thr.csv,193012823,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-06,10000,0.96,0.75,0.21000000000000002
3931.0918,82c8e09e-7442-4444-857d-d27c34a72823,logs/snn_sweeps_thr.csv,193012823,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-06,10000,0.96,0.75,0.26
3943.923,77643b84-6d93-4936-8342-44751b9d3a3e,logs/snn_sweeps_thr.csv,193012823,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-06,10000,0.96,0.75,0.46
3939.8276,d56424ac-1db7-475f-82bf-cb5054996ccc,logs/snn_sweeps_thr.csv,193012823,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-06,10000,0.96,0.75,0.41000000000000003
3944.1272,c0336b68-e591-450c-a457-c0d750c09537,logs/snn_sweeps_thr.csv,193012823,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-06,10000,0.96,0.75,0.51
3942.4512,9cf8bc93-c7dc-4ec5-a967-5242cdc5f89b,logs/snn_sweeps_thr.csv,193012823,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-06,10000,0.96,0.75,0.36000000000000004
