139.00443,0.10000000000384826,0.09999999999999991,a25f13dd-fec3-490e-8b94-0509aca4d495,logs/pc_snn_thr.csv,193012823,NMNIST,2048-500-10,0.001,10,2.0,128,30,0.95,1.2,0.1,0.2,2021-01-09 19:46:08.723422
143.57198,0.10000000000109949,0.09999999999999991,21d9a958-5181-4a4d-a5ad-76ab18000722,logs/pc_snn_thr.csv,193012823,NMNIST,2048-500-10,0.001,10,2.0,128,30,0.95,1.2,0.5,0.2,2021-01-09 19:46:31.528598
149.05553,0.10000000000219902,0.09999999999999991,69d5b046-66f6-4283-9e49-840e0b3c47c7,logs/pc_snn_thr.csv,193012823,NMNIST,2048-500-10,0.001,10,2.0,128,30,0.95,1.2,1.0,0.2,2021-01-09 20:03:57.655891
114.87841,0.1000000000038483,0.09999999999999991,ff051837-47e6-4d9a-9b21-a62ea435fb7a,logs/pc_snn_thr.csv,193012823,NMNIST,2048-500-10,0.001,10,2.0,128,30,0.95,1.2,1.5,0.2,2021-01-09 20:04:20.471297
148.45615,0.10000000000714684,0.09999999999999991,46c9309d-d70e-4e4d-91d0-09b4c4188c9f,logs/pc_snn_thr.csv,193012823,NMNIST,2048-500-10,0.001,10,2.0,128,30,0.95,1.2,0.8,0.2,2021-01-09 20:04:21.055670
148.43712,0.1000000000027488,0.09999999999999991,443c1e1a-b170-42fb-b268-e391f31de280,logs/pc_snn_thr.csv,193012823,NMNIST,2048-500-10,0.001,10,2.0,128,30,0.95,1.2,0.9,0.2,2021-01-09 20:04:32.858547
89.93854,0.10702822357938423,0.10751121076233183,ddd99627-cf8c-484d-87d5-7387645c2301,logs/pc_snn_thr.csv,193012823,NMNIST,2048-500-10,1e-06,10,2.0,128,30,0.95,1.2,0.1,0.2,2021-01-10 01:55:23.263768
93.52185,0.12149049991106461,0.12230941704035875,16bca2c2-be0e-4fb2-9484-3f527ffc34eb,logs/pc_snn_thr.csv,193012823,NMNIST,2048-500-10,1e-06,10,2.0,128,30,0.95,1.2,0.5,0.2,2021-01-10 01:55:38.140990
97.140274,0.14279653201121248,0.14080717488789238,e2a4c34c-089c-4410-8dad-d1dae1f94295,logs/pc_snn_thr.csv,193012823,NMNIST,2048-500-10,1e-06,10,2.0,128,30,0.95,1.2,0.8,0.2,2021-01-10 01:56:16.180032
98.44773,0.14866260837978643,0.14663677130044844,5fc6b21e-c15e-4579-b86d-4e70210767d6,logs/pc_snn_thr.csv,193012823,NMNIST,2048-500-10,1e-06,10,2.0,128,30,0.95,1.2,0.9,0.2,2021-01-10 01:57:47.738917
99.84258,0.15242575171237452,0.15190582959641255,7fc6c7a3-887d-44d2-b328-32c480b9a1e3,logs/pc_snn_thr.csv,193012823,NMNIST,2048-500-10,1e-06,10,2.0,128,30,0.95,1.2,1.0,0.2,2021-01-10 01:58:58.300675
114.42182,0.10116214720806145,0.10044843049327354,1f148fc1-9fd0-4be4-93d6-ec0e07d72a13,logs/pc_snn_thr.csv,193012823,NMNIST,2048-500-10,1e-06,10,2.0,128,30,0.95,1.2,1.5,0.2,2021-01-10 01:59:25.103462
